PM2.5,PM10,NO2,SO2,CO,OZONE,NH3,temperature,humidity,wind_speed,wind_direction,pressure,precipitation,boundary_layer_height,aod550,aerosol_index,cloud_fraction,angstrom_exponent,latitude,longitude,hour,day_of_week,month,is_weekend,AQI,city,timestamp
42.0,52.0,25.0,29.0,35.0,22.0,2.0,11.8003553227379,83.35231693231601,5.1932939080764555,146.30995316664672,1017.4863576451453,0.0,74.9900239423706,0.05,0.13759614148786392,0.507625864998071,1.2257371647787754,26.428282,80.327067,22,2,10,0,70.0,Kanpur,2025-10-29 22:00:00
60.0,63.0,18.0,64.0,19.0,15.0,9.0,12.516173032618838,86.58267474966988,1.811218892350949,9.126267629564705,1011.852635585331,0.0,50.49872789804526,0.05,0.04320729064145336,0.4503871186742739,1.0814933588501687,25.251013,86.989001,22,2,10,0,100.0,Bhagalpur,2025-10-29 22:00:00
57.0,57.0,19.8,17.0,20.0,18.0,3.6,15.846811757939662,84.12868820092693,2.0323203680923134,273.88261750208306,1027.9543425288348,0.0,33.81812519933152,0.16849244584188838,0.36486284837155647,0.32086410566907325,1.4520815350692582,16.536107,80.594233,22,2,10,0,95.0,Vijayawada,2025-10-29 22:00:00
211.0,268.0,53.4,9.4,74.0,66.0,6.2,14.602365186685182,83.87877235571266,0.7216337623648981,138.9783368346609,986.6926986317094,0.0,-51.47826749147465,0.0614279329845908,0.2524307118113945,0.37836018195407645,1.4848657854685874,28.999264,77.7590354,22,2,10,0,370.0,Meerut,2025-10-29 22:00:00
37.0,60.0,31.0,9.0,37.0,29.0,2.0,10.671940315184166,86.12258135641025,4.178700237976249,280.74635600160593,1017.2545756178497,0.3520237173083486,-4.771135614198441,0.11605528740567038,0.4488709839251977,0.47894204644732696,1.3825691681937593,22.977134,72.553024,22,2,10,0,61.666666666666664,Ahmedabad,2025-10-29 22:00:00
57.0,70.0,6.0,16.0,30.0,10.0,2.0,13.545631199151336,78.1930220917262,2.51792123752051,51.47700553902091,1019.1384134147543,2.0530625684612476,-43.33034069025648,0.12421221484792011,0.31499130956322924,0.6114417251194881,1.673732608471143,27.308328,84.531742,22,2,10,0,95.0,Manguraha,2025-10-29 22:00:00
39.0,87.0,28.0,9.0,35.0,22.0,3.0,15.277652583485747,87.30074650471785,1.8648073671458087,224.87888478753496,1000.4741098763451,0.5492536138017462,64.1687437154645,0.05,0.2350663944921611,0.3758524015718086,1.000430576086544,13.0270199,77.494094,22,2,10,0,65.0,Bengaluru,2025-10-29 22:00:00
301.0,219.0,111.0,20.0,96.0,68.0,16.0,12.325492268523512,81.13195286495937,0.3919365401252053,312.141665656421,1003.9780955952783,0.0,-75.03610285418155,0.10942332890936192,0.31414073094078626,0.37254415581886124,1.5862019384260153,28.56923,77.393848,22,2,10,0,439.2307692307692,Noida,2025-10-29 22:00:00
82.6,81.2,14.0,5.0,21.0,34.0,1.0,12.90434355953183,84.05302748434234,2.929619131681224,84.97816680472702,1017.7704082722312,0.8839117546202196,-128.29922241885743,0.17297897567445214,0.4973417998120575,0.6533202784352269,1.3521171136794619,23.221714,72.654328,22,2,10,0,0.0,Gandhinagar,2025-10-29 22:00:00
32.0,61.0,48.0,8.0,33.0,31.0,2.0,14.63819220736617,85.55648777420247,2.275220306550939,124.53659731690665,1028.7398676329003,0.0,22.44518185599675,0.0956532363871216,0.25020543438645365,0.37616713479955527,1.0490778243414565,23.076793,72.627874,22,2,10,0,53.333333333333336,Ahmedabad,2025-10-29 22:00:00
22.0,36.0,22.0,4.0,17.0,39.0,5.0,16.169224671069955,78.64755019169851,1.7846213444784285,306.2217808228096,1023.1750122908418,0.6567494355532801,15.231551357661965,0.14498791806605493,0.13838512076286347,0.1675182341397285,1.7367840967702746,12.21041,76.37376,22,2,10,0,36.666666666666664,Mysuru,2025-10-29 22:00:00
49.0,71.0,42.0,8.6,12.0,31.0,4.0,16.736744421941466,80.52166484674333,1.0109284708769426,270.3383274107946,1010.0573512820645,0.0,-52.80369978529599,0.13528039716859366,0.17417740625513714,0.4661347480414326,1.5518267310168679,19.000083,72.813993,22,2,10,0,81.66666666666667,Mumbai,2025-10-29 22:00:00
34.0,40.0,36.0,16.0,21.0,18.0,2.0,12.147032652173866,79.10275891410146,4.544941226371742,308.5845325195511,1010.3445316198157,0.0,48.34254881145988,0.11055049756002938,0.4410130835075732,0.5934034500189013,1.6249164618634488,16.7602,77.1428,22,2,10,0,56.666666666666664,Yadgir,2025-10-29 22:00:00
267.0,185.0,39.0,37.0,63.0,127.0,5.0,15.67789892813115,80.86913535474551,3.4010884711078546,284.4109570705421,1016.2169780619602,0.0,-17.49597566954132,0.09713484012909904,0.2611817579445611,0.22941413120257712,1.5728217088485337,30.943887,76.801991,22,2,10,0,413.0769230769231,Baddi,2025-10-29 22:00:00
124.0,196.0,82.0,6.0,101.0,73.0,10.0,10.246269936199507,89.77240542665368,1.7499396618068477,141.02728220242014,1009.384114194244,0.4000587177546127,67.64418164947668,0.25218324888341126,0.6824452240187193,0.2417234560618014,1.6198901372643408,29.931624,73.864511,22,2,10,0,303.0769230769231,Sri Ganganagar,2025-10-29 22:00:00
37.0,90.0,5.0,5.0,37.0,6.0,3.0,15.886807250526303,83.19694197035838,0.994911841686104,232.40598531387408,1008.1200668379278,1.4835333266053505,-163.76049174566762,0.09829887622825424,0.32765268441270556,0.22696925758474412,1.3000209415503798,12.9533,80.2357,22,2,10,0,61.666666666666664,Chennai,2025-10-29 22:00:00
68.0,90.0,37.0,2.0,27.0,10.0,7.0,12.894043117456327,75.89835620365076,2.801869491721285,182.80982302516048,1014.7675479330205,0.0,-4.570023109678388,0.1243838782987837,0.32063408704086394,0.14791543101246657,1.5460111223091002,18.63673,73.82487,22,2,10,0,126.66666666666667,Pimpri-Chinchwad,2025-10-29 22:00:00
77.0,107.0,16.0,3.0,29.0,59.0,4.0,16.718637392461886,80.02276336987998,0.39283254068192,222.15813999431626,1009.3853723330601,1.1320886414470774,-5.3904849005743705,0.07287592543435198,0.23546813451814236,0.07844822322545013,1.4000255139178297,27.213494,73.734444,22,2,10,0,156.66666666666666,Nagaur,2025-10-29 22:00:00
46.0,78.0,11.0,9.0,27.0,24.0,1.0,13.802328449263818,80.37791581024433,4.68616907997902,249.31167535335888,1022.4752646212286,0.3503254832924677,-137.9618164788935,0.10521261512058115,0.14932824948670415,0.11930489621727357,1.770560106979345,20.9402359,77.7895248,22,2,10,0,76.66666666666667,Amravati,2025-10-29 22:00:00
30.0,27.0,39.0,14.0,56.0,13.0,4.0,10.764576369257263,81.5959851802816,2.3310844292082598,117.42129148617127,1014.1314045705302,0.0,-38.834693830116294,0.1331279600121823,0.36407188800817775,0.7450512030237014,1.3745814350455408,26.4703136,80.3229863,22,2,10,0,50.0,Kanpur,2025-10-29 22:00:00
299.0,204.0,12.0,5.0,63.0,13.0,6.6,16.311932312576488,87.77705867866011,3.9137071813607656,333.78401501260294,1007.660908986832,0.8813462038972866,78.00781797165783,0.13067694371917635,0.3382366229143685,0.2911254002606858,1.2510466251661634,28.52123,76.37138,22,2,10,0,437.6923076923077,Rohtak,2025-10-29 22:00:00
62.0,54.0,8.0,10.0,16.0,37.0,7.0,11.155490465185382,75.49138729861157,2.7765460353490545,252.6257785958126,992.7458191667952,0.0,80.89247222790068,0.19546045714176513,0.48387121781593384,0.22854099500160785,1.233370398304558,25.03636,73.883502,22,2,10,0,106.66666666666667,Rajsamand,2025-10-29 22:00:00
19.0,80.0,12.0,3.0,20.0,6.0,3.0,14.594346948245317,86.10545115891553,1.6167520137335618,259.21315315658677,1026.859033212911,0.0,100.86029498488315,0.16972638048049576,0.42756593749002564,0.5201589992198643,1.9678257903137821,21.371751,81.664929,22,2,10,0,31.666666666666668,Raipur,2025-10-29 22:00:00
55.0,72.0,27.0,20.0,23.0,41.6,3.8,14.897661834940653,72.12570169066169,3.2749503181574897,195.01373246760144,1001.1970706041011,0.0,-21.91560197130663,0.05,-0.024918120195769833,0.29236430219456716,1.8574692828859651,24.58434363,80.8549414,22,2,10,0,91.66666666666666,Satna,2025-10-29 22:00:00
172.8,132.6,37.2,15.4,20.0,8.0,6.8,13.56926017089155,84.72080597612218,0.9518069667117297,264.83872112610834,1002.7581317567079,0.0,185.40925663341838,0.0751355876394344,0.3640517354064951,0.16523020074033032,1.6507471274356897,15.351773,75.140726,22,2,10,0,0.0,Hubballi,2025-10-29 22:00:00
18.0,34.0,13.0,8.0,36.0,16.0,6.0,9.500391126704208,76.34956107022731,1.5618323157198377,203.25386926451574,999.4749131055928,0.0,-21.406769772786593,0.11518222715236771,0.336677387343962,0.3430726573652272,1.5625731302981822,22.58157048,88.41002457,22,2,10,0,30.0,Kolkata,2025-10-29 22:00:00
47.0,91.0,14.0,2.0,29.6,28.6,3.0,16.122674598100115,79.52385838500254,4.903758984687569,227.32516532988743,1015.1294997367162,0.0,-152.15968426326742,0.11484783548369143,0.0961724869191029,0.3605854043469676,1.621365974456515,13.0664,80.2112,22,2,10,0,78.33333333333333,Chennai,2025-10-29 22:00:00
88.0,86.0,16.0,2.0,43.0,39.0,5.0,12.007197761028163,89.09772208121625,4.755298063794905,344.7473926581316,1014.342964972478,0.0,-86.17030702562627,0.11705306132545087,0.3871638304372137,0.3688002678772217,1.7207440027445193,26.506177,77.025989,22,2,10,0,193.33333333333331,Karauli,2025-10-29 22:00:00
41.0,58.0,24.0,10.0,66.0,20.0,3.0,17.260972707319464,81.79826198300141,2.746767415214984,286.0481803320685,1013.8312246565667,0.0,-46.71034067907806,0.23126223000760093,0.7649017754351375,0.05979741725937391,1.368050271749207,26.203442,78.193251,22,2,10,0,68.33333333333333,Gwalior,2025-10-29 22:00:00
34.0,87.0,20.0,6.0,19.0,38.0,3.0,16.86205582265031,75.06462962543097,2.981866578230918,212.80690917306592,1007.4927880430449,0.0,-102.62196387450321,0.16346947506346746,0.4863673579518203,0.3637693123384229,1.5536100855179507,19.083694,72.920967,22,2,10,0,56.666666666666664,Mumbai,2025-10-29 22:00:00
64.0,67.0,31.0,31.0,29.0,75.0,5.0,14.889523519483514,91.2286335278156,1.685521998038728,126.22569523530507,1013.3766023316794,0.7230401997593424,-73.18770856302217,0.13594032018951424,0.38114885702629026,0.23399173533496898,1.6239377843224225,23.002657,72.591912,22,2,10,0,113.33333333333333,Ahmedabad,2025-10-29 22:00:00
38.0,51.0,18.0,2.0,19.0,14.0,2.0,13.67670061595232,84.05889049338045,2.2691571538296715,0.004188511931810801,1019.9023680038027,0.4447137848634141,-102.3195511318299,0.10477631479536965,0.3085839157296558,0.4738834014124088,1.335232626071769,19.215859,72.831718,22,2,10,0,63.333333333333336,Mumbai,2025-10-29 22:00:00
39.2,51.6,13.4,15.4,15.0,1.0,3.4,12.042809998573539,82.4614138625344,2.9863215050336946,230.74994784431954,1010.7485347264998,0.0,19.75789220514033,0.13034310522375483,0.4107720236526062,0.1031853377321714,2.063197180744546,34.066206,74.81982,22,2,10,0,0.0,Srinagar,2025-10-29 22:00:00
305.0,204.0,56.0,9.0,43.0,93.0,9.0,15.204992435069904,81.49189280995569,1.7616227354738085,316.4825907223793,1012.5053629034757,0.0,67.48194921665993,0.05,0.17869756969437411,0.4703458860327593,1.304750709709093,28.56789,77.250515,22,2,10,0,442.3076923076923,Delhi,2025-10-29 22:00:00
15.0,28.0,19.0,4.0,17.4,10.0,3.4,13.809126263809622,85.21696557369421,3.1793705526212297,163.5758404415859,1003.2693105911844,0.0,-2.7304539509936405,0.05,0.08987279628893544,0.16411381852788381,1.62552224251849,13.029152,77.585901,22,2,10,0,25.0,Bengaluru,2025-10-29 22:00:00
54.0,80.0,14.0,11.0,22.0,40.0,4.0,14.739057775407314,78.48523554283538,3.3177256184617168,175.54601148019592,1011.3693303605623,0.0,-74.49026448064537,0.143058634162446,0.16767955732022685,0.3448148349644024,1.34679095951992,19.16485,73.23409,22,2,10,0,90.0,Badlapur,2025-10-29 22:00:00
38.0,53.0,13.0,18.2,15.0,25.0,3.0,16.38892971274264,86.37081959595221,4.612763903502688,142.24712674014117,999.3129545644033,0.0,19.22929781418914,0.06911899751194306,0.24239070387394263,0.28017847303081744,1.4645016232451433,16.6870449,74.2505872,22,2,10,0,63.333333333333336,Kolhapur,2025-10-29 22:00:00
296.0,220.0,99.0,18.0,79.0,110.0,11.0,15.94702955537129,77.57351363152905,6.948573097256086,238.92161953055333,1013.9532080694772,0.0,17.903679654896056,0.08291228771864209,0.05457661321455953,0.22268368483154963,1.1050658210825783,28.58028,77.233829,22,2,10,0,435.38461538461536,Delhi,2025-10-29 22:00:00
340.0,253.0,49.0,15.0,66.0,109.0,6.0,16.09530646342341,82.75106241698366,1.8796150723947487,150.17914043125273,1010.5019010031575,0.0,31.879669115892934,0.08374753076964436,0.1499184573292102,0.4011850064190916,1.2304581539381192,28.9535882,77.7622941,22,2,10,0,469.2307692307692,Meerut,2025-10-29 22:00:00
58.0,78.0,22.0,2.0,54.0,26.0,6.0,17.201930592016588,78.56598032678819,4.749822886465509,33.476630336327574,1007.2700219500905,0.0,221.42515234622712,0.12254575069976097,0.47980768592814105,0.1827230275738361,2.1480278297273614,15.459706,75.008381,22,2,10,0,96.66666666666666,Dharwad,2025-10-29 22:00:00
40.8,42.0,25.0,3.0,11.0,41.0,3.0,12.138705053737013,79.41789082666514,3.8828676066309145,199.83058174882305,1020.1983729087138,2.1591916403572333,27.798306474270397,0.1520524108099731,0.34514585264711994,0.2330204621735176,1.6942843729632413,13.328028,75.797056,22,2,10,0,0.0,Chikkamagaluru,2025-10-29 22:00:00
51.0,67.0,11.0,22.0,21.0,17.0,1.0,14.594447367682072,81.41805913103059,1.831272522107554,222.14394580240847,1011.0566845457968,0.901973609761755,-216.2219220917798,0.18615487336398442,0.3308662163291008,0.14532007470929792,1.5616584127277642,22.678,75.8559,22,2,10,0,85.0,Indore,2025-10-29 22:00:00
101.6,90.6,28.4,11.2,67.0,8.0,6.4,8.174706820603195,82.40496165690118,0.8377769075853339,132.73458151132627,1010.9054743435092,0.0,123.51218219485234,0.09925879682580098,0.24065433645265766,0.15686215856031838,1.491732559038166,19.25292,73.142019,22,2,10,0,0.0,Kalyan,2025-10-29 22:00:00
315.0,210.0,26.0,13.8,83.0,88.0,15.0,13.774239421723616,79.60338422001993,1.9307313259842536,279.1899420102038,1014.064302276919,0.0,-265.09698083930164,0.06706448862780995,0.11229170625597762,0.0996154126463063,1.718193334903884,28.7256504,77.2011573,22,2,10,0,450.0,Delhi,2025-10-29 22:00:00
67.0,75.8,16.8,10.8,14.0,29.0,4.2,12.135342699512446,75.00667654013316,4.399115412518368,57.5567148119189,990.6672118064423,0.0,-51.24052146241223,0.10762499744672403,0.27909146586751393,0.4032262617113891,1.54601208087668,17.544899,78.486949,22,2,10,0,0.0,Hyderabad,2025-10-29 22:00:00
18.0,22.0,23.0,40.0,42.0,6.0,6.0,13.55899584434494,83.85857141663475,2.2131494793494237,50.13146548249343,1026.5220267886714,1.1381333508275113,3.944704824073494,0.10750440450620255,0.12456997565432545,0.43757496822116726,1.6906352508658709,8.728442,77.6962,22,2,10,0,30.0,Tirunelveli,2025-10-29 22:00:00
50.0,59.0,4.0,16.0,8.0,11.0,1.0,14.092101769479546,81.20813359179743,6.070293293579336,291.48301305572016,1007.1009070213424,1.5057508692797175,-126.4686431756063,0.10214459256610917,0.29977599852399867,0.3267583670674787,1.296226008586653,12.8777316,80.0834807,22,2,10,0,83.33333333333334,Chengalpattu,2025-10-29 22:00:00
47.0,79.0,15.0,40.0,37.0,19.0,3.6,15.137594383169604,75.36052638974871,1.742418763323172,60.342917863794355,1018.2066442053421,1.5084296959435306,122.25009148868759,0.11486561487894464,0.3642409178408755,0.38599158680444523,1.5796441902840588,21.170046,72.795405,22,2,10,0,78.33333333333333,Surat,2025-10-29 22:00:00
54.0,75.0,8.0,12.0,22.0,49.0,6.0,14.035881041233502,88.79986698500383,1.9217514185869045,124.23014838476415,1020.4500531287728,0.8939734736618559,25.224039642667286,0.16809718223183553,0.3458570166672973,0.153854935701875,1.2853078510594609,31.62,74.876512,22,2,10,0,90.0,Amritsar,2025-10-29 22:00:00
30.0,48.0,7.0,22.0,14.0,27.4,2.0,14.36683944331195,95.17004325306544,0.9626824972107064,205.30329794330058,1019.7894698776223,0.4112382455929227,33.08513046155732,0.10628744940951465,0.39785024380412704,0.45389556163072714,1.6150215641979542,10.358535,77.984321,22,2,10,0,50.0,Dindigul,2025-10-29 22:00:00
113.0,110.0,36.0,5.0,46.0,89.0,7.0,12.308025781983007,85.96505385350268,1.4441013885559073,83.99981615375759,1026.7053614399672,0.0,69.52029000839947,0.14706404501695433,0.2921102242289909,0.31426144261465805,1.6988597653375246,28.108988,75.386577,22,2,10,0,276.6666666666667,Jhunjhunu,2025-10-29 22:00:00
72.0,75.0,12.0,7.0,57.0,23.0,8.0,13.267408688779671,71.7461766006038,2.6864683505229605,167.52129621821499,1018.3348507682452,0.7191683446936709,-32.170621782143826,0.11022279773222896,0.22464761379941545,0.43681112058992694,1.3725025130349977,26.268249,73.0193853,22,2,10,0,140.0,Jodhpur,2025-10-29 22:00:00
67.0,73.0,9.0,10.0,33.0,23.0,2.0,11.495278455282332,84.64235739342163,2.1741721024372684,44.099230307756116,1004.087830519581,1.057151266317856,48.500129152322344,0.1068954565181981,0.2499890378557496,0.20584174996049842,1.4635206025234886,17.585705,78.126199,22,2,10,0,123.33333333333333,Hyderabad,2025-10-29 22:00:00
68.0,72.0,13.0,3.0,23.0,67.0,3.6,14.232354796004323,78.33143933400208,3.9425730540564343,146.37259344941,1010.6049263123506,0.3409850464885258,103.66468294192511,0.07137719773657727,0.12901243421280767,0.1230621965046553,1.5983986973672992,26.215415,73.070156,22,2,10,0,126.66666666666667,Jodhpur,2025-10-29 22:00:00
55.0,63.0,11.0,5.0,31.0,9.0,6.0,15.003303881593391,80.26987684976498,3.426713444196708,231.8068645443953,1015.7660076551118,0.0,119.54806508254744,0.15659500032219614,0.5035811520461149,0.3832442743026803,1.5414977595704364,30.075911,78.2859547,22,2,10,0,91.66666666666666,Rishikesh,2025-10-29 22:00:00
245.0,185.0,27.0,9.8,28.0,36.0,10.0,14.550609810343111,89.15170302551742,4.609874101388997,85.78428139911297,1007.5319191042737,0.0,-171.70619484420533,0.09904398008477955,0.4624396365906448,0.16820390373403707,1.541698394115116,28.6245479,77.3577104,22,2,10,0,396.1538461538462,Noida,2025-10-29 22:00:00
50.0,52.0,11.0,1.0,39.6,5.0,1.0,19.129819542985928,77.83305025985271,1.031726283708326,281.67329239660364,1013.4522270899998,0.0,5.119790188108079,0.0760925898174414,0.07194992431317457,0.49662776888505317,1.8150274642175823,11.0328,77.0349,22,2,10,0,83.33333333333334,Coimbatore,2025-10-29 22:00:00
12.0,72.0,35.0,27.0,15.0,9.0,3.0,9.550140557055137,84.98467457967277,4.5734549138867555,284.1454253950868,1008.3319688130747,0.0,-114.55382179989245,0.11080468719486539,0.3503465412560673,0.10829069138941123,1.4009015710964208,19.1135051,73.008978,22,2,10,0,20.0,Navi Mumbai,2025-10-29 22:00:00
62.0,117.0,7.0,7.0,14.0,16.0,3.0,16.15596770915575,86.27882154550345,3.9361797255782327,32.83419709752853,1019.2834550926428,0.0,7.580455819372179,0.10286553423888817,0.2840356883276873,0.17306410088679855,1.4385799588624346,26.0881305,87.93840336,22,2,10,0,106.66666666666667,Kishanganj,2025-10-29 22:00:00
48.0,60.0,2.0,19.0,4.0,3.0,2.4,13.990613239958797,74.31067901620293,2.630906267805077,175.5601447036552,1004.5675340468381,0.0,12.320480678448112,0.08508409044098444,0.24183050161626435,0.14512325502761445,1.3737194888866884,22.7289,75.8076,22,2,10,0,80.0,Indore,2025-10-29 22:00:00
330.0,125.0,25.0,9.0,18.0,56.0,6.4,15.506803885373461,72.3518298628315,3.5610848547713583,119.88068870095125,1019.9499790077688,0.0,194.6542837514761,0.0649799233312632,0.13043976069314966,0.017943715940591593,1.4887888868119605,30.7057778,76.8531805555555,22,2,10,0,461.53846153846155,Panchkula,2025-10-29 22:00:00
25.0,35.0,7.0,12.0,33.0,11.0,2.0,15.367956554811801,79.81366171734967,0.8729101170465952,96.89816555698651,1018.9644113758176,0.0,-63.428584768940766,0.17985935866217267,0.34865297638781567,0.22530031215421428,1.3534198383016445,11.258242,77.552761,22,2,10,0,41.666666666666664,Perundurai,2025-10-29 22:00:00
38.0,50.0,25.0,14.0,24.0,11.0,3.0,12.419583724074737,79.3319605070233,0.710593504916682,14.014786797240282,1013.3257557740856,0.9791738878634875,-18.94136709815543,0.11110072422677661,0.30766038396905215,0.465514230501897,0.9584912289237645,18.91,72.82,22,2,10,0,63.333333333333336,Mumbai,2025-10-29 22:00:00
58.0,60.2,15.8,22.8,10.0,6.0,5.8,15.77575891203688,81.27573729956869,6.165203373128435,1.9128512406045406,1018.9879438956191,0.0,66.83404887180762,0.10248761055958984,0.20632391402638278,0.22225334959995144,1.5277885619408031,18.501793,73.927532,22,2,10,0,0.0,Pune,2025-10-29 22:00:00
37.0,69.0,16.0,7.4,83.0,12.0,2.0,15.342007657767313,85.44086515128615,1.283607852912438,241.61669041668793,1013.5729035445302,0.0,-72.06396718319543,0.14303215133664482,0.3628166680619383,0.1630874202364456,1.6740898339482615,18.45445,73.854155,22,2,10,0,61.666666666666664,Pune,2025-10-29 22:00:00
11.0,17.0,5.0,9.0,19.0,33.0,6.0,14.98094329934193,78.50421229297618,0.29267684900322166,182.7397363264038,1008.41380723057,0.0,-30.67163993218218,0.21953025991636715,0.46144618766679885,0.4295442181634117,1.4970627171216253,22.118125,83.140608,22,2,10,0,18.333333333333332,Chhal,2025-10-29 22:00:00
43.0,56.0,20.0,11.0,86.0,37.0,10.0,14.626716732999112,86.79647417582743,3.9527577025229546,122.20206931541018,1014.1453336621546,0.0,95.01454709988273,0.056237140454549535,-0.0005326493805961063,0.25399930360120093,1.8162543903238308,23.016834,72.625775,22,2,10,0,71.66666666666667,Ahmedabad,2025-10-29 22:00:00
151.0,164.0,79.0,14.0,27.0,48.0,12.0,14.664886755443858,72.67208509411797,2.024122737664715,225.32089551732327,1023.4354590928656,0.0,-134.94635714255278,0.12954541521112636,0.24171505236544838,0.3120693934713149,1.8814595672853107,28.60909,77.0325413,22,2,10,0,323.84615384615387,Delhi,2025-10-29 22:00:00
41.0,44.0,8.0,17.0,17.0,27.0,4.0,16.915609798980718,76.70778404446669,1.6237457684786045,215.16058177297313,1010.8508964484993,0.0,27.679344932528377,0.20796652725371897,0.4714208754544711,0.2509807080874049,1.4838150093436393,21.121801,79.04952,22,2,10,0,68.33333333333333,Nagpur,2025-10-29 22:00:00
70.0,74.0,8.0,18.0,43.0,29.0,4.0,14.502272824962741,87.19823371130056,2.281238643232065,111.9536358176384,1011.1434102333618,0.0,81.25258223941935,0.058473780778675405,0.3293466804125271,0.20882596524740685,1.5044900824555323,13.615387,79.40923,22,2,10,0,133.33333333333334,Tirupati,2025-10-29 22:00:00
